,age,age_old,age_young,co2,type,co2_low,co2_high,co2_range,distribution,proxy_type,reference,xi_co2,omega_co2,alpha_co2
997,2.89,NA,NA,399,mean,386,411,1,normal,boron,"Seki et al., 2010",393.1575954,13.66633637,0.562093046
998,2.99,NA,NA,402,mean,389,414,1,normal,boron,"Seki et al., 2010",396.1575954,13.66633637,0.562093046
999,3.05,NA,NA,428,mean,415,440,1,normal,boron,"Seki et al., 2010",422.1575954,13.66633637,0.562093046
1000,3.17,NA,NA,336,mean,324,349,1,normal,boron,"Seki et al., 2010",341.8424046,13.66633637,-0.562093046
1001,3.5,NA,NA,366,mean,354,379,1,normal,boron,"Seki et al., 2010",371.8424046,13.66633637,-0.562093046
1002,1.98,NA,NA,219,mean,196,245,1,skew_normal,boron,"Bartoli et al., 2011",232.6131023,27.48124563,-0.662833192
1003,2.03,NA,NA,262,mean,236,291,1,skew_normal,boron,"Bartoli et al., 2011",276.5679212,30.61273898,-0.633358774
1004,2.08,NA,NA,246,mean,221,274,1,skew_normal,boron,"Bartoli et al., 2011",260.2536917,29.56988796,-0.642621593
1005,2.16,NA,NA,221,mean,198,247,1,skew_normal,boron,"Bartoli et al., 2011",234.6131023,27.48124563,-0.662833192
1006,2.17,NA,NA,383,mean,348,423,1,skew_normal,boron,"Bartoli et al., 2011",404.5914068,42.31370052,-0.685720433
1007,2.2,NA,NA,386,mean,351,427,1,skew_normal,boron,"Bartoli et al., 2011",409.507424,43.42549498,-0.734383619
1008,2.3,NA,NA,238,mean,214,265,1,skew_normal,boron,"Bartoli et al., 2011",251.9354884,28.52607814,-0.652427336
1009,2.5,NA,NA,367,mean,334,407,1,skew_normal,boron,"Bartoli et al., 2011",391.5701833,42.39168756,-0.796374777
1010,2.56,NA,NA,310,mean,281,344,1,skew_normal,boron,"Bartoli et al., 2011",329.5306014,36.0124325,-0.735976604
1011,2.6,NA,NA,203,mean,181,227,1,skew_normal,boron,"Bartoli et al., 2011",214.1137096,25.26006711,-0.580215738
1012,2.69,NA,NA,194,mean,172,217,1,skew_normal,boron,"Bartoli et al., 2011",202.375987,23.9642966,-0.452082187
1013,2.7,NA,NA,358,mean,325,396,1,skew_normal,boron,"Bartoli et al., 2011",378.9175712,40.21671224,-0.701007461
1014,2.71,NA,NA,314,mean,285,348,1,skew_normal,boron,"Bartoli et al., 2011",333.5306014,36.0124325,-0.735976604
1015,2.71,NA,NA,238,mean,214,266,1,skew_normal,boron,"Bartoli et al., 2011",253.9060653,29.65191895,-0.726610537
1016,2.71,NA,NA,334,mean,303,370,1,skew_normal,boron,"Bartoli et al., 2011",354.2309773,38.11640284,-0.717682384
1017,2.75,NA,NA,300,mean,271,333,1,skew_normal,boron,"Bartoli et al., 2011",317.6051828,34.89821053,-0.676786116
1018,2.77,NA,NA,404,mean,367,446,1,skew_normal,boron,"Bartoli et al., 2011",426.2533815,44.40765972,-0.671634032
1019,2.78,NA,NA,418,mean,381,462,1,skew_normal,boron,"Bartoli et al., 2011",444.0511346,46.62181716,-0.762352405
1020,2.78,NA,NA,316,mean,286,350,1,skew_normal,boron,"Bartoli et al., 2011",333.9336935,35.94456531,-0.668281422
1021,2.8,NA,NA,314,mean,285,349,1,skew_normal,boron,"Bartoli et al., 2011",335.3282781,37.09215945,-0.78881074
1022,2.92,NA,NA,241,mean,217,269,1,skew_normal,boron,"Bartoli et al., 2011",256.9060653,29.65191895,-0.726610537
1023,3,NA,NA,354,mean,321,392,1,skew_normal,boron,"Bartoli et al., 2011",374.9175712,40.21671224,-0.701007461
1024,3.07,NA,NA,265,mean,239,294,1,skew_normal,boron,"Bartoli et al., 2011",279.5679212,30.61273898,-0.633358774
1025,3.08,NA,NA,411,mean,374,454,1,skew_normal,boron,"Bartoli et al., 2011",435.207785,45.52946026,-0.719141489
1026,3.1,NA,NA,249,mean,224,277,1,skew_normal,boron,"Bartoli et al., 2011",263.2536917,29.56988796,-0.642621593
1027,3.16,NA,NA,233,mean,209,260,1,skew_normal,boron,"Bartoli et al., 2011",246.9354884,28.52607814,-0.652427336
1028,3.22,NA,NA,242,mean,218,270,1,skew_normal,boron,"Bartoli et al., 2011",257.9060653,29.65191895,-0.726610537
1029,3.24,NA,NA,330,mean,300,366,1,skew_normal,boron,"Bartoli et al., 2011",351.7003336,38.150206,-0.778661906
1030,3.26,NA,NA,252,mean,226,280,1,skew_normal,boron,"Bartoli et al., 2011",264.2408713,29.40205715,-0.545983212
1031,3.32,NA,NA,274,mean,247,304,1,skew_normal,boron,"Bartoli et al., 2011",288.878368,31.65468897,-0.624589111
1032,3.4,NA,NA,255,mean,230,284,1,skew_normal,boron,"Bartoli et al., 2011",271.2540263,30.70330739,-0.715514703
1033,3.41,NA,NA,251,mean,226,279,1,skew_normal,boron,"Bartoli et al., 2011",265.2536917,29.56988796,-0.642621593
1034,3.47,NA,NA,292,mean,264,324,1,skew_normal,boron,"Bartoli et al., 2011",309.2731254,33.85096042,-0.685720433
1035,3.54,NA,NA,329,mean,299,365,1,skew_normal,boron,"Bartoli et al., 2011",350.7003336,38.150206,-0.778661906
1036,3.59,NA,NA,282,mean,255,314,1,skew_normal,boron,"Bartoli et al., 2011",300.8152673,33.90440217,-0.75618007
1037,3.72,NA,NA,310,mean,281,344,1,skew_normal,boron,"Bartoli et al., 2011",329.5306014,36.0124325,-0.735976604
1038,3.79,NA,NA,288,mean,260,319,1,skew_normal,boron,"Bartoli et al., 2011",303.1852078,32.6957903,-0.616269055
1039,3.87,NA,NA,408,mean,371,451,1,skew_normal,boron,"Bartoli et al., 2011",432.207785,45.52946026,-0.719141489
1040,3.96,NA,NA,295,mean,266,327,1,skew_normal,boron,"Bartoli et al., 2011",310.4886025,33.73609066,-0.608360308
1041,4.04,NA,NA,334,mean,303,371,1,skew_normal,boron,"Bartoli et al., 2011",356.0686577,39.20718987,-0.768989824
1042,4.12,NA,NA,394,mean,358,435,1,skew_normal,boron,"Bartoli et al., 2011",415.9238249,43.36104212,-0.678537438
1043,4.58,NA,NA,425,mean,387,469,1,skew_normal,boron,"Bartoli et al., 2011",449.5535838,46.58027384,-0.711956626
1044,12.28,NA,NA,190,mean,172,208,1,skew_normal,boron,"Foster et al., 2012",190.044018,18.10036756,-0.003047926
1045,12.72,NA,NA,223,mean,202,244,1,skew_normal,boron,"Foster et al., 2012",223.0550193,21.11710473,-0.003265446
1046,13.25,NA,NA,244,mean,221,267,1,skew_normal,boron,"Foster et al., 2012",244.0722035,23.12829174,-0.003912706
1047,13.48,NA,NA,243,mean,220,266,1,skew_normal,boron,"Foster et al., 2012",242.9522537,23.12822835,0.002587371
1048,13.72,NA,NA,240,mean,217,263,1,skew_normal,boron,"Foster et al., 2012",239.9551728,23.12822251,0.002429184
1049,13.83,NA,NA,257,mean,233,282,1,skew_normal,boron,"Foster et al., 2012",265.8325013,26.01458353,-0.438346686
1050,14.17,NA,NA,268,mean,242,295,1,skew_normal,boron,"Foster et al., 2012",277.2767472,28.06278225,-0.426114205
1051,14.31,NA,NA,272,mean,247,299,1,skew_normal,boron,"Foster et al., 2012",283.964622,28.3677413,-0.553811176
1052,14.8,NA,NA,374,mean,336,415,1,skew_normal,boron,"Foster et al., 2012",392.0856382,43.06889176,-0.551153578
1053,15.04,NA,NA,332,mean,297,369,1,skew_normal,boron,"Foster et al., 2012",346.5914932,38.68342007,-0.490523598
1054,15.56,NA,NA,298,mean,270,328,1,skew_normal,boron,"Foster et al., 2012",310.7833643,31.46861091,-0.531528796
1055,15.87,NA,NA,392,mean,351,438,1,skew_normal,boron,"Foster et al., 2012",415.5448309,48.58747087,-0.646475717
1056,16.38,NA,NA,225,mean,204,246,1,skew_normal,boron,"Foster et al., 2012",224.9497668,21.1170928,0.002981385
1057,11.8,NA,NA,247,mean,225,271,1,skew_normal,boron,"Foster et al., 2012",258.1137096,25.26006711,-0.580215738
1058,13.6,NA,NA,232,mean,211,254,1,skew_normal,boron,"Foster et al., 2012",240.1426792,22.93827281,-0.459619229
1059,14.94,NA,NA,346,mean,314,378,1,skew_normal,boron,"Foster et al., 2012",346.072465,32.17841768,-0.002822443
1060,13.7,NA,NA,250,mean,227,274,1,normal,boron,"Badger et al., 2013a",258.6058633,24.98971943,-0.445007
1061,13.74,NA,NA,255,mean,231,279,1,normal,boron,"Badger et al., 2013a",254.9498016,24.13380428,0.002606903
1062,13.74,NA,NA,230,mean,208,251,1,normal,boron,"Badger et al., 2013a",221.8573208,22.93827281,0.459619229
1063,13.77,NA,NA,301,mean,273,329,1,normal,boron,"Badger et al., 2013a",301.1724013,28.15657156,-0.007674179
1064,13.79,NA,NA,283,mean,257,310,1,normal,boron,"Badger et al., 2013a",292.2767472,28.06278225,-0.426114205
1065,13.8,NA,NA,311,mean,282,340,1,normal,boron,"Badger et al., 2013a",310.9291317,29.16170321,0.003045794
1066,15.54,NA,NA,300,mean,254,357,1,skew_normal,boron,"Greenop et al., 2014",336.3641738,60.39888632,-0.833925082
1067,15.6,NA,NA,442,mean,371,530,1,skew_normal,boron,"Greenop et al., 2014",498.1636702,93.2470528,-0.83433698
1068,15.61,NA,NA,469,mean,394,562,1,skew_normal,boron,"Greenop et al., 2014",528.3984521,98.54448827,-0.835094117
1069,15.63,NA,NA,330,mean,280,391,1,skew_normal,boron,"Greenop et al., 2014",367.9067271,64.64692665,-0.80758857
1070,15.65,NA,NA,294,mean,248,350,1,skew_normal,boron,"Greenop et al., 2014",328.668068,59.34834212,-0.803900637
1071,15.69,NA,NA,287,mean,238,352,1,skew_normal,boron,"Greenop et al., 2014",332.5880222,68.71021286,-0.941610274
1072,15.72,NA,NA,505,mean,401,682,1,skew_normal,boron,"Greenop et al., 2014",656.8989059,183.1441028,-1.28337235
1073,15.76,NA,NA,291,mean,243,352,1,skew_normal,boron,"Greenop et al., 2014",331.4455381,64.59918704,-0.875136119
1074,15.77,NA,NA,315,mean,261,384,1,skew_normal,boron,"Greenop et al., 2014",361.104973,73.05818041,-0.883805594
1075,15.81,NA,NA,520,mean,432,638,1,skew_normal,boron,"Greenop et al., 2014",603.8107149,124.6618727,-0.95775491
1076,15.84,NA,NA,435,mean,364,527,1,skew_normal,boron,"Greenop et al., 2014",497.6527254,97.35913978,-0.905738963
1077,15.89,NA,NA,281,mean,237,333,1,skew_normal,boron,"Greenop et al., 2014",311.3929187,55.09090372,-0.75093162
1078,15.95,NA,NA,291,mean,236,369,1,skew_normal,boron,"Greenop et al., 2014",349.7075909,82.09568173,-1.038861544
1079,15.96,NA,NA,318,mean,268,379,1,skew_normal,boron,"Greenop et al., 2014",355.9067271,64.64692665,-0.80758857
1080,15.98,NA,NA,595,mean,496,727,1,skew_normal,boron,"Greenop et al., 2014",688.140912,139.4963543,-0.949295214
1081,15.99,NA,NA,322,mean,271,387,1,skew_normal,boron,"Greenop et al., 2014",365.2757382,68.82883566,-0.879740725
1082,16.06,NA,NA,293,mean,247,348,1,skew_normal,boron,"Greenop et al., 2014",325.9194322,58.2824648,-0.772163249
1083,16.12,NA,NA,406,mean,334,503,1,skew_normal,boron,"Greenop et al., 2014",475.2637025,102.4484405,-0.964727905
1084,16.15,NA,NA,309,mean,261,366,1,skew_normal,boron,"Greenop et al., 2014",342.6500966,60.39474672,-0.75975745
1085,16.18,NA,NA,271,mean,229,322,1,skew_normal,boron,"Greenop et al., 2014",302.4285107,54.04949517,-0.799478153
1086,16.21,NA,NA,236,mean,197,287,1,skew_normal,boron,"Greenop et al., 2014",271.1447892,53.94914919,-0.919867421
1087,16.24,NA,NA,477,mean,390,603,1,skew_normal,boron,"Greenop et al., 2014",573.6526592,132.3980183,-1.06826952
1088,16.27,NA,NA,278,mean,235,328,1,skew_normal,boron,"Greenop et al., 2014",306.1845102,52.94249575,-0.720190654
1089,16.3,NA,NA,467,mean,392,561,1,skew_normal,boron,"Greenop et al., 2014",528.0565198,99.58361574,-0.852735922
1090,16.33,NA,NA,262,mean,223,309,1,skew_normal,boron,"Greenop et al., 2014",290.5621991,49.80903098,-0.786226619
1091,16.37,NA,NA,502,mean,421,606,1,skew_normal,boron,"Greenop et al., 2014",571.9573895,110.0977987,-0.891413301
1092,16.4,NA,NA,430,mean,362,516,1,skew_normal,boron,"Greenop et al., 2014",486.6226338,91.08736722,-0.867385405
1093,16.42,NA,NA,221,mean,189,261,1,skew_normal,boron,"Greenop et al., 2014",246.874934,42.37847772,-0.848374174
1094,16.47,NA,NA,532,mean,425,701,1,skew_normal,boron,"Greenop et al., 2014",670.5524664,176.2023029,-1.185692593
1095,16.59,NA,NA,271,mean,230,319,1,skew_normal,boron,"Greenop et al., 2014",298.4841583,50.83853352,-0.733253759
1096,16.65,NA,NA,242,mean,204,284,1,skew_normal,boron,"Greenop et al., 2014",262.4497682,44.28805038,-0.612265479
1097,16.69,NA,NA,236,mean,199,282,1,skew_normal,boron,"Greenop et al., 2014",265.5033735,48.74033132,-0.839433893
1098,16.76,NA,NA,338,mean,285,405,1,skew_normal,boron,"Greenop et al., 2014",382.0845217,70.96429252,-0.86667864
1099,16.98,NA,NA,207,mean,172,250,1,skew_normal,boron,"Greenop et al., 2014",234.046124,45.56878104,-0.819538747
1100,17.11,NA,NA,252,mean,215,297,1,skew_normal,boron,"Greenop et al., 2014",279.8103065,47.69069926,-0.802231405
1101,2.34,NA,NA,317,median,281,354,1,skew_normal,boron,"Martinez-Boti et al., 2015",328.3505868,38.28002668,-0.380073941
1102,2.35,NA,NA,318,median,279,357,1,skew_normal,boron,"Martinez-Boti et al., 2015",317.9107509,39.21744866,0.002852237
1103,2.35,NA,NA,306,median,271,342,1,skew_normal,boron,"Martinez-Boti et al., 2015",317.1526007,37.25975413,-0.383838128
1104,2.36,NA,NA,450,median,395,505,1,skew_normal,boron,"Martinez-Boti et al., 2015",450.1529494,55.30672661,-0.003466025
1105,2.37,NA,NA,415,median,366,463,1,skew_normal,boron,"Martinez-Boti et al., 2015",401.3981395,50.50532421,0.343828887
1106,2.38,NA,NA,371,median,328,416,1,skew_normal,boron,"Martinez-Boti et al., 2015",387.5195499,46.90272532,-0.455789749
1107,2.39,NA,NA,377,median,334,421,1,skew_normal,boron,"Martinez-Boti et al., 2015",389.6894068,45.4150569,-0.357229722
1108,2.41,NA,NA,278,median,245,310,1,skew_normal,boron,"Martinez-Boti et al., 2015",267.4528606,34.19719993,0.396082517
1109,2.42,NA,NA,332,median,294,371,1,skew_normal,boron,"Martinez-Boti et al., 2015",343.7412229,40.31978147,-0.372960563
1110,2.45,NA,NA,320,median,283,358,1,skew_normal,boron,"Martinez-Boti et al., 2015",331.546773,39.30003185,-0.376451078
1111,2.47,NA,NA,340,median,302,379,1,skew_normal,boron,"Martinez-Boti et al., 2015",351.7412229,40.31978147,-0.372960563
1112,2.5,NA,NA,357,median,316,398,1,skew_normal,boron,"Martinez-Boti et al., 2015",356.8830629,41.22865896,0.003554801
1113,2.5,NA,NA,362,median,321,403,1,skew_normal,boron,"Martinez-Boti et al., 2015",362.0983101,41.2286103,-0.002988553
1114,2.52,NA,NA,246,median,218,275,1,skew_normal,boron,"Martinez-Boti et al., 2015",255.7099459,30.10915039,-0.415120488
1115,2.55,NA,NA,335,median,297,374,1,skew_normal,boron,"Martinez-Boti et al., 2015",346.7412229,40.31978147,-0.372960563
1116,2.56,NA,NA,300,median,265,335,1,skew_normal,boron,"Martinez-Boti et al., 2015",299.9131777,35.19516218,0.003091787
1117,2.58,NA,NA,330,median,292,368,1,skew_normal,boron,"Martinez-Boti et al., 2015",329.9007456,38.21190301,0.003255464
1118,2.59,NA,NA,362,median,319,405,1,skew_normal,boron,"Martinez-Boti et al., 2015",361.8696928,43.23983542,0.003776999
1119,2.62,NA,NA,279,median,246,311,1,skew_normal,boron,"Martinez-Boti et al., 2015",268.4528606,34.19719993,0.396082517
1120,2.62,NA,NA,305,median,270,340,1,skew_normal,boron,"Martinez-Boti et al., 2015",304.9103662,35.19516923,0.00319191
1121,2.63,NA,NA,245,median,216,274,1,skew_normal,boron,"Martinez-Boti et al., 2015",244.9240111,29.16171609,0.00326587
1122,2.65,NA,NA,282,median,249,315,1,skew_normal,boron,"Martinez-Boti et al., 2015",282.1001297,33.18406015,-0.003781776
1123,2.66,NA,NA,302,median,267,336,1,skew_normal,boron,"Martinez-Boti et al., 2015",291.0472534,36.23920149,0.387753508
1124,2.67,NA,NA,263,median,232,294,1,skew_normal,boron,"Martinez-Boti et al., 2015",262.9289234,31.1728441,0.002857668
1125,2.68,NA,NA,323,median,286,360,1,skew_normal,boron,"Martinez-Boti et al., 2015",322.8989562,37.20633832,0.003403727
1126,2.69,NA,NA,284,median,251,317,1,skew_normal,boron,"Martinez-Boti et al., 2015",284.1072849,33.18408251,-0.004052019
1127,2.7,NA,NA,276,median,244,308,1,skew_normal,boron,"Martinez-Boti et al., 2015",276.0769016,32.17842799,-0.002995243
1128,2.7,NA,NA,234,median,205,265,1,skew_normal,boron,"Martinez-Boti et al., 2015",247.0499158,32.50092856,-0.524834298
1129,2.7,NA,NA,319,median,282,357,1,skew_normal,boron,"Martinez-Boti et al., 2015",330.546773,39.30003185,-0.376451078
1130,2.71,NA,NA,262,median,231,294,1,skew_normal,boron,"Martinez-Boti et al., 2015",272.3412254,33.17572015,-0.400521512
1131,2.75,NA,NA,339,median,300,378,1,skew_normal,boron,"Martinez-Boti et al., 2015",339.0977961,39.21746903,-0.003125387
1132,2.75,NA,NA,321,median,283,360,1,skew_normal,boron,"Martinez-Boti et al., 2015",332.7412229,40.31978147,-0.372960563
1133,2.76,NA,NA,358,median,317,400,1,skew_normal,boron,"Martinez-Boti et al., 2015",370.3147365,43.37760341,-0.363204674
1134,2.78,NA,NA,279,median,247,312,1,skew_normal,boron,"Martinez-Boti et al., 2015",289.5471394,34.19719993,-0.396082517
1135,2.8,NA,NA,281,median,249,314,1,skew_normal,boron,"Martinez-Boti et al., 2015",291.5471394,34.19719993,-0.396082517
1136,2.83,NA,NA,317,median,281,355,1,skew_normal,boron,"Martinez-Boti et al., 2015",331.8397867,39.71217463,-0.485601879
1137,2.83,NA,NA,361,median,314,408,1,skew_normal,boron,"Martinez-Boti et al., 2015",360.9909493,47.26193201,0.000240011
1138,2.84,NA,NA,388,median,343,433,1,skew_normal,boron,"Martinez-Boti et al., 2015",387.8596806,45.25100267,0.003886439
1139,2.85,NA,NA,308,median,272,343,1,skew_normal,boron,"Martinez-Boti et al., 2015",296.8473993,37.25975413,0.383838128
1140,2.86,NA,NA,445,median,392,498,1,skew_normal,boron,"Martinez-Boti et al., 2015",444.8774422,53.29551006,0.002882116
1141,2.91,NA,NA,371,median,328,413,1,skew_normal,boron,"Martinez-Boti et al., 2015",358.4971937,44.3964338,0.360168336
1142,2.92,NA,NA,377,median,334,420,1,skew_normal,boron,"Martinez-Boti et al., 2015",376.9081311,43.23973672,0.002662848
1143,2.94,NA,NA,337,median,299,376,1,skew_normal,boron,"Martinez-Boti et al., 2015",348.7412229,40.31978147,-0.372960563
1144,2.95,NA,NA,358,median,317,400,1,skew_normal,boron,"Martinez-Boti et al., 2015",370.3147365,43.37760341,-0.363204674
1145,2.95,NA,NA,419,median,366,473,1,skew_normal,boron,"Martinez-Boti et al., 2015",433.4834294,55.59142037,-0.332216554
1146,2.96,NA,NA,346,median,307,385,1,skew_normal,boron,"Martinez-Boti et al., 2015",346.0888452,39.21744774,-0.002839329
1147,2.98,NA,NA,328,median,291,366,1,skew_normal,boron,"Martinez-Boti et al., 2015",339.546773,39.30003185,-0.376451078
1148,3,NA,NA,369,median,327,412,1,skew_normal,boron,"Martinez-Boti et al., 2015",381.5028063,44.3964338,-0.360168336
1149,3.01,NA,NA,357,median,316,399,1,skew_normal,boron,"Martinez-Boti et al., 2015",369.3147365,43.37760341,-0.363204674
1150,3.03,NA,NA,381,median,338,425,1,skew_normal,boron,"Martinez-Boti et al., 2015",393.6894068,45.4150569,-0.357229722
1151,3.04,NA,NA,419,median,369,470,1,skew_normal,boron,"Martinez-Boti et al., 2015",432.9579617,52.54022398,-0.338993397
1152,3.05,NA,NA,418,median,371,467,1,skew_normal,boron,"Martinez-Boti et al., 2015",435.4391514,51.00443774,-0.441627651
1153,3.06,NA,NA,361,median,319,405,1,skew_normal,boron,"Martinez-Boti et al., 2015",377.2853584,45.87654562,-0.459619229
1154,3.06,NA,NA,413,median,365,462,1,skew_normal,boron,"Martinez-Boti et al., 2015",426.6018605,50.50532421,-0.343828887
1155,3.07,NA,NA,380,median,336,425,1,skew_normal,boron,"Martinez-Boti et al., 2015",392.8745828,46.43348064,-0.354383487
1156,3.09,NA,NA,334,median,296,374,1,skew_normal,boron,"Martinez-Boti et al., 2015",349.329772,41.76845161,-0.476308316
1157,3.1,NA,NA,319,median,282,357,1,skew_normal,boron,"Martinez-Boti et al., 2015",330.546773,39.30003185,-0.376451078
1158,3.11,NA,NA,392,median,347,438,1,skew_normal,boron,"Martinez-Boti et al., 2015",405.0583767,47.45171243,-0.351624694
1159,3.13,NA,NA,345,median,305,386,1,skew_normal,boron,"Martinez-Boti et al., 2015",357.12515,42.35855731,-0.366344532
1160,3.14,NA,NA,334,median,295,373,1,skew_normal,boron,"Martinez-Boti et al., 2015",334.1043198,39.21748584,-0.003333871
1161,3.15,NA,NA,403,median,343,466,1,skew_normal,boron,"Martinez-Boti et al., 2015",426.7171758,65.73480151,-0.467673043
1162,3.16,NA,NA,340,median,301,379,1,skew_normal,boron,"Martinez-Boti et al., 2015",339.9101952,39.21744994,0.002869999
1163,3.17,NA,NA,452,median,400,505,1,skew_normal,boron,"Martinez-Boti et al., 2015",466.3093917,54.57450208,-0.334415886
1164,3.18,NA,NA,381,median,337,424,1,skew_normal,boron,"Martinez-Boti et al., 2015",368.3105932,45.4150569,0.357229722
1165,3.19,NA,NA,283,median,251,317,1,skew_normal,boron,"Martinez-Boti et al., 2015",296.8323969,35.59445225,-0.506551709
1166,3.2,NA,NA,331,median,294,370,1,skew_normal,boron,"Martinez-Boti et al., 2015",346.0858537,40.74051241,-0.480867456
1167,3.21,NA,NA,326,median,289,365,1,skew_normal,boron,"Martinez-Boti et al., 2015",341.0858537,40.74051241,-0.480867456
1168,3.22,NA,NA,376,median,333,420,1,skew_normal,boron,"Martinez-Boti et al., 2015",388.6894068,45.4150569,-0.357229722
1169,3.24,NA,NA,423,median,366,481,1,skew_normal,boron,"Martinez-Boti et al., 2015",438.1690284,59.6577249,-0.32395634
1170,3.24,NA,NA,354,median,314,396,1,skew_normal,boron,"Martinez-Boti et al., 2015",369.8114505,43.823201,-0.467673043
1171,3.25,NA,NA,316,median,280,353,1,skew_normal,boron,"Martinez-Boti et al., 2015",327.3505868,38.28002668,-0.380073941
1172,3.26,NA,NA,348,median,307,390,1,skew_normal,boron,"Martinez-Boti et al., 2015",360.3147365,43.37760341,-0.363204674
1173,3.27,NA,NA,365,median,319,412,1,skew_normal,boron,"Martinez-Boti et al., 2015",378.2408291,48.46975928,-0.348948771
1174,3.28,NA,NA,313,median,278,350,1,skew_normal,boron,"Martinez-Boti et al., 2015",327.5914932,38.68342007,-0.490523598
1175,2.35,NA,NA,369,median,326,413,1,skew_normal,boron,"Martinez-Boti et al., 2015",381.6894068,45.4150569,-0.357229722
1176,2.42,NA,NA,442,median,385,499,1,skew_normal,boron,"Martinez-Boti et al., 2015",441.8567784,57.3178401,0.003131702
1177,2.5,NA,NA,423,median,373,473,1,skew_normal,boron,"Martinez-Boti et al., 2015",423.1230291,50.27880067,-0.003066795
1178,2.63,NA,NA,402,median,354,450,1,skew_normal,boron,"Martinez-Boti et al., 2015",402.1357967,48.26769515,-0.0035261
1179,2.75,NA,NA,376,median,330,424,1,skew_normal,boron,"Martinez-Boti et al., 2015",393.2117265,49.97943887,-0.445007
1180,2.83,NA,NA,352,median,311,395,1,skew_normal,boron,"Martinez-Boti et al., 2015",368.0493446,44.85004185,-0.46357775
1181,3.16,NA,NA,525,median,461,592,1,skew_normal,boron,"Martinez-Boti et al., 2015",549.6625276,69.84105099,-0.457052356
1182,3.24,NA,NA,441,median,385,499,1,skew_normal,boron,"Martinez-Boti et al., 2015",460.4198918,60.21830078,-0.415120488
1183,0.54,NA,NA,162,mean,92,233,1,skew_normal,boron,"Stap et al., 2016",179.2952885,72.86042459,-0.301787817
1184,0.54,NA,NA,281,mean,209,354,1,skew_normal,boron,"Stap et al., 2016",298.610306,74.89014214,-0.298875488
1185,0.6,NA,NA,163,mean,92,234,1,skew_normal,boron,"Stap et al., 2016",163.1719433,71.39589023,-0.003018377
1186,0.62,NA,NA,169,mean,98,240,1,skew_normal,boron,"Stap et al., 2016",168.8231209,71.39590228,0.003105024
1187,0.76,NA,NA,175,mean,102,249,1,skew_normal,boron,"Stap et al., 2016",192.7667267,75.9048726,-0.297460356
1188,0.82,NA,NA,152,mean,82,223,1,skew_normal,boron,"Stap et al., 2016",169.2952885,72.86042459,-0.301787817
1189,0.86,NA,NA,168,mean,98,239,1,skew_normal,boron,"Stap et al., 2016",185.2952885,72.86042459,-0.301787817
1190,0.94,NA,NA,183,mean,112,254,1,skew_normal,boron,"Stap et al., 2016",182.8366392,71.39587012,0.002867716
1191,1.82,NA,NA,250,mean,178,322,1,skew_normal,boron,"Stap et al., 2016",250.1513742,72.40141445,-0.002620389
1192,2.74,NA,NA,274,mean,192,362,1,skew_normal,boron,"Stap et al., 2016",311.8118817,92.34015951,-0.536181313
1193,2.89,NA,NA,481,mean,400,566,1,skew_normal,boron,"Stap et al., 2016",512.8612727,88.67332882,-0.465607791
1194,3.21,NA,NA,423,mean,346,502,1,skew_normal,boron,"Stap et al., 2016",446.6756313,81.65912782,-0.37126235
1195,3.66,NA,NA,357,mean,281,434,1,skew_normal,boron,"Stap et al., 2016",375.2317923,78.94857353,-0.293368734
1196,3.89,NA,NA,507,mean,426,591,1,skew_normal,boron,"Stap et al., 2016",535.4839782,87.25854311,-0.420476376
1197,4.1,NA,NA,380,mean,305,456,1,skew_normal,boron,"Stap et al., 2016",398.0774574,77.93408647,-0.294707793
1198,5.19,NA,NA,433,mean,347,523,1,skew_normal,boron,"Stap et al., 2016",466.0390997,93.80545065,-0.455789749
1199,6.35,NA,NA,332,mean,257,408,1,skew_normal,boron,"Stap et al., 2016",350.0774574,77.93408647,-0.294707793
1200,53.2,53.6,52.8,1400,median,1165,1635,1,normal,boron,"Anagnostou et al., 2016",1399.43022,236.3103425,0.003021942
1201,45.6,45.9,45.5,1100,median,925,1275,1,normal,boron,"Anagnostou et al., 2016",1100.42152,175.9757803,-0.003002108
1202,44.4,44.5,44,920,median,760,1080,1,normal,boron,"Anagnostou et al., 2016",920.4611476,160.8923412,-0.00359225
1203,36.9,37.5,36.3,770,median,620,920,1,normal,boron,"Anagnostou et al., 2016",769.6571848,150.83634,0.002848495
1204,40.3,40.6,40,650,median,540,760,1,normal,boron,"Anagnostou et al., 2016",649.7408699,110.6133338,0.002936106
1205,51.9,56,47.8,1868,mean,1396,2861,1,skew_normal,liverworts,"Fletcher et al., 2008",2803.498593,1003.522092,-1.553691124
1206,58.8,61.6,56,583,mean,401,818,1,skew_normal,liverworts,"Fletcher et al., 2008",742.2885117,248.7248736,-0.900244583
1207,70,71,69,670,mean,459,931,1,skew_normal,liverworts,"Fletcher et al., 2008",836.0362087,276.5703396,-0.831006163
1208,100.8,107.6,93.9,797,mean,543,1085,1,skew_normal,liverworts,"Fletcher et al., 2008",949.109407,304.4828322,-0.66926083
1209,104.1,107.6,100.5,830,mean,584,1106,1,skew_normal,liverworts,"Fletcher et al., 2008",971.2689852,291.5248252,-0.646475717
1210,104.1,107.6,100.5,977,mean,653,1340,1,skew_normal,liverworts,"Fletcher et al., 2008",1161.981656,383.3651862,-0.643355925
